11.42200	11.85100	1
36.83000	13.41900	1
91.78600	13.76900	1
119.63100	13.74600	1
147.03300	12.42700	1
197.28500	12.67000	1
246.42000	12.62900	1
296.42200	13.41300	1
374.88900	13.48900	1
400.41100	12.77300	1
426.75500	13.54800	1
454.67200	10.73400	1
532.69900	12.25900	1
583.95200	13.48900	1
666.37200	12.69700	1
693.92500	11.31800	1
802.90900	13.02000	1
913.01300	13.89400	1
942.47200	12.31000	1
1173.32600	12.64500	1
1197.90800	13.34300	1
1251.61200	13.29300	1
1277.86200	13.08400	1
1355.95000	13.01900	1
1381.84600	11.71500	1
1405.38000	12.03500	1
1461.42100	10.91500	1
1485.07500	12.35400	1
