11.43100	6.72800	1
35.58900	7.84900	1
75.52300	6.97700	1
98.44400	7.11800	1
121.39900	6.19300	1
156.67900	5.39200	1
191.49100	7.48800	1
229.20100	6.71500	1
286.89800	7.17700	1
306.99100	6.08300	1
324.79600	6.51600	1
345.01200	8.14500	1
402.45200	6.67500	1
440.95200	6.47200	1
497.48200	6.00800	1
517.91900	5.87900	1
604.61700	6.80000	1
681.27400	6.81400	1
699.86600	7.39600	1
869.07500	6.39600	1
887.96000	6.98900	1
925.07700	6.55500	1
943.79700	6.71400	1
999.68100	7.23600	1
1021.55600	7.10300	1
1040.05400	6.92700	1
1081.56100	6.20700	1
1102.78900	6.31200	1
