61.48000	8.43100	1
149.12000	9.63400	1
194.64000	9.07200	1
237.08100	9.83700	1
283.86100	9.71700	1
304.42300	10.37000	1
415.21500	8.83500	1
436.82300	9.44000	1
479.46300	10.36300	1
524.64300	9.98400	1
546.46500	9.75900	1
643.55800	9.91400	1
664.78400	9.79200	1
707.54600	9.28200	1
727.55800	9.91000	1
749.89200	9.51300	1
814.14100	10.17400	1
836.36200	9.84200	1
856.36200	9.80800	1
878.18300	9.52700	1
899.70300	10.58400	1
923.68300	9.93600	1
946.36200	10.73700	1
970.86200	10.35600	1
1035.80700	10.73300	1
1105.64100	10.04700	1
1127.68300	10.12500	1
1217.66600	9.93000	1
