55.41500	7.54400	1
141.90600	7.80700	1
180.76400	7.26400	1
217.76200	7.93600	1
258.04100	7.64400	1
278.19900	8.26800	1
383.71900	7.65900	1
403.60500	7.46700	1
443.00900	7.91300	1
482.76100	7.98800	1
501.75800	7.91600	1
595.69800	8.22000	1
615.12600	7.99400	1
653.78800	7.59400	1
672.40400	7.76500	1
692.66500	8.13500	1
754.22600	8.14400	1
774.28800	7.35000	1
794.15000	8.19300	1
813.64800	7.88400	1
832.24800	7.99800	1
852.62500	7.14800	1
871.96400	7.84700	1
892.26200	7.19100	1
954.48000	7.80100	1
1012.90000	7.63600	1
1032.00000	7.18900	1
1110.49800	7.75800	1
